2842961	8070
2935317	485
2874427	6443
2874427	6448
3106286	434249
3106301	430108
2645738	5406
2910921	125898
2910921	406028
2797552	57178
2560959	289751
2797886	5443
2596954	97669
2596954	350922
2804213	4045
2804213	4058
2853816	9954
3034708	421096
2886211	412
2886211	4882
2886211	252323
2759576	2091
2759576	2101
3091839	6764
2802583	358183
3105065	8492
2845963	373317
2773784	5224
2769295	30885
2771118	6887
2667297	2121
2667297	2129
2831549	5289
2831549	186312
2759467	2102
2759467	2116
2682106	5475
2794855	4088
2794855	4096
2989551	408245
3000959	284451
2876316	2011
2737020	142994
2999480	9552
2999480	108242
2798236	4086
2798236	4090
2784901	11603
2619728	42229
2619728	349692
2937244	7829
2651229	5467
2799719	8283
2762893	18509
2718810	257341
2773953	4085
2773953	4095
2773953	419891
2847668	12985
2847668	289717
2880473	32255
2562920	106457
2562920	347435
2535193	5194
2535193	354179
2884331	81543
2666587	2127
2666587	2136
2928688	14101
2572593	30885
2954948	4275
2954948	19218
2667159	2134
2667159	2135
2683419	2551
2683419	15338
2683419	18282
2538428	56699
2538428	350926
2519808	8079
2519808	9369
2923857	14388
2923857	78475
2780997	285794
2682390	5156
2682390	313934
2615757	379319
2975427	5345
2888985	9549
2888985	78477
2777311	7829
3009924	6878
2801538	12845
2667036	2131
2667036	2146
2902467	1401
3064030	379923
2881623	318822
2957501	149426
3042339	396953
2919126	314359
2903193	382798
2886685	1305
2886685	259704
3018753	2236
3018753	419960
3037501	16291
2942246	8183
2629971	16651
2629971	27594
3088077	18554
3088077	18605
3088077	20263
3088077	24296
3088077	24688
3088077	25510
3088077	100558
2963951	11676
2972356	39
2916810	18509
3064449	24671
3064449	26538
3064449	265055
3064449	311626
3064449	440377
3074380	21020
3074380	21022
3074380	34518
3074380	89259
3074380	307863
3074380	311254
2859767	541
2859767	812
2859767	1139
2859767	6068
2859767	8848
2859767	8924
2859767	9015
2859767	17940
2859767	22167
2996069	202710
2667064	2119
2667064	2141
2643133	5921
2964510	149077
3022511	132350
3073172	428492
2904989	383125
2789437	4012
2789437	4016
2886225	7988
2886225	14541
2556114	18509
2556114	318866
2806487	5345
2926475	388798
2854897	312723
2756411	11097
3096964	434237
2874756	361
2874756	13006
2832159	9361
2832159	12992
2832159	297262
2934040	24810
3106338	389038
2975510	309940
2538205	8407
2538205	323149
2888274	115022
2966056	406
2966056	12917
2550075	12616
2550075	326370
2833982	22894
2833982	387777
2572244	5193
2919984	10320
2919984	447624
2556998	13390
2556998	250356
3106401	298411
2804308	4000
2804308	4010
2759990	2103
2759990	2112
2842960	8070
2759141	2107
2759141	2114
2927026	388910
2595943	142994
2595943	331821
3043828	423740
2799901	4057
2799901	4060
2817311	4017
2817311	9127
2536282	5245
2536282	331823
2926115	388736
3106314	427199
3029427	388753
3106300	430108
3071489	277439
2502481	137753
2502481	416931
2935299	6059
3080017	339034
3105525	72418
3074379	21022
3074379	34518
3074379	89259
3074379	127884
2997310	285272
3025155	307950
